S,D,M,S2,S3,D2,D3,genespace,nongenspace,gene,nongenic,DnDs,Dn,Ds,duO,duEst,RNS,mu_g_obs,mu_ref,gene_exp,ns_exp_mu,s_exp_mu,nc_exp_mu,dmu_ns,dmu_s,dmu_nc,duO_reduction,duEst_reduction,dmu_ns_reduction,dmu_s_reduction,dmu_nc_reduction,chi_DnDs,DnDs_p,gene_rate,ref_rate
0.5,1,0.25,0,0,1,0,4000,4000,1553,7397,1.33477321814255,618,463,0.209949979721509,0.251588481816953,0.0416385020954441,0.38825,1.84925,7397,3698.5,1849.25,1849.25,0.16709476814925,0.250371772340138,0.255238610247398,0.790050020278491,0.748411518183047,0.83290523185075,0.749628227659862,0.744761389752602,3.49514811855921e-11,10.4565344148511,2.15694444444444,10.2736111111111
0.5,1,0.4375,0,0,1,0,4000,4000,2654,7553,1.29776674937965,1046,806,0.351383556202833,0.426320667284523,0.0749371110816894,0.6635,1.88825,7553,3776.5,1888.25,1888.25,0.276976036012181,0.426850258175559,0.424731894611413,0.648616443797167,0.573679332715477,0.723023963987819,0.573149741824441,0.575268105388587,1.40502448516092e-20,19.8523161073051,3.68611111111111,10.4902777777778
0.5,1,0.625,0,0,1,0,4000,4000,3797,7683,1.3013816925734,1507,1158,0.494207991669921,0.599505401535858,0.105297409865938,0.94925,1.92075,7683,3841.5,1920.75,1920.75,0.392294676558636,0.602889496290512,0.589353117271899,0.505792008330079,0.400494598464142,0.607705323441364,0.397110503709489,0.410646882728101,1.54866769894806e-28,27.8100417597716,5.27361111111111,10.6708333333333
0.5,1,0.8125,0,0,1,0,4000,4000,4927,7492,1.22503242542153,1889,1542,0.657634810464495,0.817138280832888,0.159503470368393,1.23175,1.873,7492,3746,1873,1873,0.50427122263748,0.823278163374266,0.798718633208756,0.342365189535505,0.182861719167112,0.49572877736252,0.176721836625734,0.201281366791244,3.55663973878892e-47,46.4489601233944,6.84305555555556,10.4055555555556
0.5,1,1,0,0,1,0,4000,4000,6133,7581,1.28732545649839,2397,1862,0.808996174647144,0.984039044980873,0.175042870333729,1.53325,1.89525,7581,3790.5,1895.25,1895.25,0.632370399683419,0.982456140350877,0.988787758870861,0.191003825352856,0.0159609550191269,0.367629600316581,0.0175438596491229,0.0112122411291387,7.09969948296284e-47,46.1487600337673,8.51805555555556,10.5291666666667
1,1,0.25,0,0,1,0,4000,4000,1493,7431,1.20697167755991,554,459,0.200915085452833,0.249899071457408,0.0489839860045754,0.37325,1.85775,7431,3715.5,1857.75,1857.75,0.149105100255686,0.247073072264837,0.258377069035123,0.799084914547167,0.750100928542592,0.850894899744315,0.752926927735164,0.741622930964877,6.12063072015551e-16,15.2132038222712,2.07361111111111,10.3208333333333
1,1,0.4375,0,0,1,0,4000,4000,2554,7414,1.14927184466019,947,824,0.344483409765309,0.439034259509037,0.0945508497437281,0.6385,1.8535,7414,3707,1853.5,1853.5,0.255462638251956,0.444564337739412,0.422444024817912,0.655516590234691,0.560965740490963,0.744537361748044,0.555435662260588,0.577555975182088,5.03208584168205e-32,31.2982519589279,3.54722222222222,10.2972222222222
1,1,0.625,0,0,1,0,4000,4000,3543,7248,1.0895652173913,1253,1150,0.488824503311258,0.633278145695364,0.144453642384106,0.88575,1.812,7248,3624,1812,1812,0.34575055187638,0.634657836644592,0.629139072847682,0.511175496688742,0.366721854304636,0.65424944812362,0.365342163355408,0.370860927152318,1.55419399818538e-51,50.8084947724831,4.92083333333333,10.0666666666667
1,1,0.8125,0,0,1,0,4000,4000,4723,7365,1.13128674069236,1732,1531,0.641276306856755,0.821860149355058,0.180583842498303,1.18075,1.84125,7365,3682.5,1841.25,1841.25,0.470332654446707,0.831500339443313,0.792939579090292,0.358723693143245,0.178139850644942,0.529667345553293,0.168499660556687,0.207060420909708,6.68563826118745e-61,60.1748571254132,6.55972222222222,10.2291666666667
1,1,1,0,0,1,0,4000,4000,5813,7350,1.18006607929515,2143,1816,0.790884353741497,0.993469387755102,0.202585034013605,1.45325,1.8375,7350,3675,1837.5,1837.5,0.58312925170068,0.988299319727891,1.00897959183673,0.209115646258503,0.00653061224489804,0.41687074829932,0.0117006802721088,-0.0089795918367348,7.47079596667196e-63,62.1266331243536,8.07361111111111,10.2083333333333
